date,url,text
2016/05,5/1/16,Washington Nationals activated CWilson Ramosfrom the bereavement list.
2016/05,5/1/16,Washington Nationals optioned CPedro Severinoto Syracuse Chiefs.
2016/05,5/6/16,Washington Nationals activated CFBen Reverefrom the 15-day disabled list.
2016/05,5/6/16,Washington Nationals optioned LFMatt den Dekkerto Syracuse Chiefs.
2016/05,5/10/16,Washington Nationals traded SSBrendan Ryanto Los Angeles Angels for Player To Be Named Later and cash.
2016/05,5/10/16,WashingtonNationalstradedSSBrendanRyantoLosAngelesAngelsforPlayerToBeNamedLaterandcash.
2016/05,5/10/16,WashingtonNationalstradedSSBrendanRyantoLosAngelesAngelsforPlayerToBeNamedLaterandcash.
2016/05,5/14/16,RFBryce Harperroster status changed by Washington Nationals.
2016/05,5/14/16,Washington Nationals recalledMatt den Dekkerfrom Syracuse Chiefs.
2016/05,5/15/16,Washington Nationals activated RFBryce Harper.
2016/05,5/15/16,Washington Nationals optioned LFMatt den Dekkerto Syracuse Chiefs.
2016/05,5/23/16,Washington Nationals sent RHPMatt Belisleon a rehab assignment to Potomac Nationals.
2016/05,5/30/16,Washington Nationals signed free agent RHPMiguel Ortizto a minor league contract.
2016/05,5/31/16,Washington Nationals sent RHPMatt Belisleon a rehab assignment to Harrisburg Senators.
2016/05,5/31/16,Washington Nationals signed free agent RHPPhilip Walbyto a minor league contract.
2016/04,4/1/16,Washington Nationals placed RHPAaron Barretton the 60-day disabled list. Recovering from September 2015 Tommy John surgery
2016/04,4/1/16,Washington Nationals activated RHPAaron Barrett.
2016/04,4/1/16,Washington Nationals optioned RHPTrevor Gottto Syracuse Chiefs.
2016/04,4/1/16,Washington Nationals optioned LFMatt den Dekkerto Syracuse Chiefs.
2016/04,4/1/16,Washington Nationals released RHPBurke Badenhop.
2016/04,4/1/16,Washington Nationals released LFReed Johnson.
2016/04,4/1/16,Washington Nationals selected the contract of LFChris Heiseyfrom Syracuse Chiefs.
2016/04,4/6/16,"Washington Nationals placed LFBen Revereon the 15-day disabled list retroactive to April 5, 2016. Right oblique strain."
2016/04,4/6/16,Washington Nationals recalledMatt den Dekkerfrom Syracuse Chiefs.
2016/04,4/14/16,Washington Nationals signed free agent RHPYonaiker Oropezato a minor league contract.
2016/04,4/14/16,Washington Nationals signed free agent CJake Loweryto a minor league contract.
2016/04,4/21/16,Washington Nationals signed free agent RHPGreg Rossto a minor league contract.
2016/04,4/22/16,Washington Nationals signed free agent RHPAdrian Martinezto a minor league contract.
2016/04,4/22/16,Washington Nationals signed free agent OFCaldioli Sanflerto a minor league contract.
2016/04,4/22/16,Washington Nationals signed free agent RHPJaron Longto a minor league contract.
2016/04,4/22/16,Washington Nationals signed free agent LHPEdwin Michelto a minor league contract.
2016/04,4/26/16,Washington Nationals placed CWilson Ramoson the bereavement list.
2016/04,4/26/16,Washington Nationals signed free agent LHPAlfonso Hernandezto a minor league contract.
2016/04,4/26/16,Washington Nationals signed free agent RHPTrey Lambertto a minor league contract.
2016/04,4/26/16,Washington Nationals recalledPedro Severinofrom Syracuse Chiefs.
2016/04,4/27/16,Washington Nationals placed RHPMatt Belisleon the 15-day disabled list. Right calf strain.
2016/04,4/27/16,Washington Nationals recalled LHPSammy Solisfrom Syracuse Chiefs.
2016/04,4/28/16,Washington Nationals sent OFBen Revereon a rehab assignment to Syracuse Chiefs.
2016/03,3/3/16,Washington Nationals invited non-roster RHPBurke Badenhopto spring training.
2016/03,3/4/16,CRaudy Readassigned to Washington Nationals.
2016/03,3/4/16,Washington Nationals invited non-roster CBrian Jerolomanto spring training.
2016/03,3/6/16,IFCarter Kieboomassigned to Washington Nationals.
2016/03,3/8/16,OFAndrew Stevensonassigned to Washington Nationals.
2016/03,3/8/16,2BBryan Mejiaassigned to Washington Nationals.
2016/03,3/10/16,Washington Nationals optioned LHPMatt Graceto Syracuse Chiefs.
2016/03,3/10/16,Washington Nationals optioned SSWilmer Difoto Syracuse Chiefs.
2016/03,3/10/16,Washington Nationals optioned RHPTaylor Jordanto Syracuse Chiefs.
2016/03,3/11/16,RHPTyler Mapesassigned to Washington Nationals.
2016/03,3/11/16,Washington Nationals optioned RHPAbel De Los Santosto Syracuse Chiefs.
2016/03,3/11/16,Washington Nationals optioned RHPA.J. Coleto Syracuse Chiefs.
2016/03,3/12/16,LHPTaylor Guilbeauassigned to Washington Nationals.
2016/03,3/12/16,RHPErick Feddeassigned to Washington Nationals.
2016/03,3/12/16,LHPMatthew Crownoverassigned to Washington Nationals.
2016/03,3/12/16,RHPAndrew Leeassigned to Washington Nationals.
2016/03,3/12/16,LFRandolph Oduberassigned to Washington Nationals.
2016/03,3/12/16,CNick Ricklesassigned to Washington Nationals.
2016/03,3/12/16,RHPMatthew DeRosierassigned to Washington Nationals.
2016/03,3/12/16,Washington Nationals signed free agent LHPDarly Infanteto a minor league contract.
2016/03,3/12/16,Washington Nationals signed free agent OFAndri De Los Santosto a minor league contract.
2016/03,3/12/16,Washington Nationals signed free agent LHPJairon Pegueroto a minor league contract.
2016/03,3/14/16,CSpencer Kieboomassigned to Washington Nationals.
2016/03,3/14/16,Washington Nationals optioned LHPNick Leeto Harrisburg Senators.
2016/03,3/14/16,Washington Nationals optioned CFBrian Goodwinto Syracuse Chiefs.
2016/03,3/14/16,Washington Nationals optioned LHPSammy Solisto Syracuse Chiefs.
2016/03,3/14/16,Washington Nationals optioned CSpencer Kieboomto Harrisburg Senators.
2016/03,3/14/16,Washington Nationals optioned 2BChris Bostickto Harrisburg Senators.
2016/03,3/15/16,OFIsaac Ballouassigned to Washington Nationals.
2016/03,3/16/16,LHPJustin Thomasassigned to Washington Nationals.
2016/03,3/16/16,RHPP.J. Waltersassigned to Washington Nationals.
2016/03,3/16/16,RHPBoone Whitingassigned to Washington Nationals.
2016/03,3/16/16,RHPSam Runionassigned to Washington Nationals.
2016/03,3/16/16,CCraig Manuelassigned to Washington Nationals.
2016/03,3/16/16,RHPBrian Rauhassigned to Washington Nationals.
2016/03,3/16/16,OFDale Careyassigned to Washington Nationals.
2016/03,3/17/16,RHPDakota Bacusassigned to Washington Nationals.
2016/03,3/17/16,LHPGrant Borneassigned to Washington Nationals.
2016/03,3/17/16,CFAlec Kellerassigned to Washington Nationals.
2016/03,3/17/16,RHPPedro Avilaassigned to Washington Nationals.
2016/03,3/17/16,RHPAndrew Robinsonassigned to Washington Nationals.
2016/03,3/17/16,SSStephen Perezassigned to Washington Nationals.
2016/03,3/17/16,LHP Robert Orlan assigned to Washington Nationals.
2016/03,3/18/16,Washington Nationals optioned CPedro Severinoto Syracuse Chiefs.
2016/03,3/19/16,Washington Nationals released CFLogan Schafer.
2016/03,3/20/16,LHPBryan Harperassigned to Washington Nationals.
2016/03,3/21/16,2BCutter Dykstraassigned to Washington Nationals.
2016/03,3/23/16,SSOsvaldo Abreuassigned to Washington Nationals.
2016/03,3/26/16,1BJose Marmolejos-Diaz assigned to Washington Nationals.
2016/03,3/26/16,SSJose Lozadaassigned to Washington Nationals.
2016/03,3/26/16,RHPLuis Torresassigned to Washington Nationals.
2016/03,3/26/16,RHPDerek Selfassigned to Washington Nationals.
2016/03,3/26/16,RHPCody Gunterassigned to Washington Nationals.
2016/03,3/26/16,RFDrew Vettlesonassigned to Washington Nationals.
2016/03,3/26/16,Washington Nationals sentTyler Mooreoutright to Syracuse Chiefs.
2016/03,3/27/16,LHPMatthew Spannassigned to Washington Nationals.
2016/03,3/27/16,RHPTommy Petersonassigned to Washington Nationals.
2016/03,3/27/16,OFRafael Bautistaassigned to Washington Nationals.
2016/03,3/27/16,RFCaleb Ramseyassigned to Washington Nationals.
2016/03,3/27/16,RHPGilberto Mendezassigned to Washington Nationals.
2016/03,3/27/16,RHPMick VanVossenassigned to Washington Nationals.
2016/03,3/27/16,1BShawn Pleffnerassigned to Washington Nationals.
2016/03,3/27/16,RHPRyan Brinleyassigned to Washington Nationals.
2016/03,3/27/16,CMatt Reistetterassigned to Washington Nationals.
2016/03,3/27/16,Washington Nationals traded 1B Tyler Moore to Atlanta Braves for 1BNate Freiman.
2016/03,3/27/16,Washington Nationals traded 1BTyler Mooreto Atlanta Braves for 1B Nate Freiman.
2016/03,3/28/16,Washington Nationals optioned RHPRafael Martinto Syracuse Chiefs.
2016/03,3/28/16,Washington Nationals optioned SSTrea Turnerto Syracuse Chiefs.
2016/03,3/28/16,Washington Nationals selected the contract of RHPMatt Belislefrom Syracuse Chiefs.
2016/02,2/1/16,Washington Nationals signed free agent CNick Ricklesto a minor league contract.
2016/02,2/1/16,Washington Nationals signed free agent LHPRobert Fishto a minor league contract.
2016/02,2/2/16,Washington Nationals signed free agent 2BBrendan Ryanto a minor league contract and invited him to spring training.
2016/02,2/8/16,Washington Nationals signed free agent 1BNeftali Sototo a minor league contract.
2016/02,2/10/16,Washington Nationals signed free agent RHP Connor Porter to a minor league contract.
2016/02,2/15/16,Washington Nationals invited non-roster RHPPaolo Espinoto spring training.
2016/02,2/15/16,Washington Nationals invited non-roster RHPMichael Bradyto spring training.
2016/02,2/15/16,Washington Nationals invited non-roster RHPWander Sueroto spring training.
2016/02,2/15/16,Washington Nationals invited non-roster 3BJason Martinsonto spring training.
2016/02,2/15/16,Washington Nationals invited non-roster RHPLucas Giolitoto spring training.
2016/02,2/15/16,Washington Nationals invited non-roster RHPAustin Vothto spring training.
2016/02,2/15/16,Washington Nationals invited non-roster 3BMatt Skoleto spring training.
2016/02,2/15/16,Washington Nationals signed free agent CFTony Campanato a minor league contract and invited him to spring training.
2016/02,2/18/16,Washington Nationals signed free agent RHPMatt Belisleto a minor league contract and invited him to spring training.
2016/02,2/19/16,Washington Nationals signed free agent RHPBurke Badenhopto a minor league contract and invited him to spring training.
2016/02,2/22/16,Washington Nationals signed free agent RHPJuan Gutierrezto a minor league contract.
2016/01,1/6/16,Washington Nationals designatedTaylor Hillfor assignment.
2016/01,1/6/16,Washington Nationals designatedErik Davisfor assignment.
2016/01,1/6/16,Washington Nationals signed free agent 2BStephen Drew.
2016/01,1/6/16,Washington Nationals signed free agent 2BDaniel Murphy.
2016/01,1/8/16,TorontoBlueJaystradedPlayerToBeNamedLaterandLFBenReveretoWashingtonNationalsforcashandRHPDrewStoren.
2016/01,1/8/16,Toronto Blue Jays traded Player To Be Named Later and LF Ben Revere to Washington Nationals for cash and RHPDrew Storen.
2016/01,1/8/16,Toronto Blue Jays traded Player To Be Named Later and LFBen Revereto Washington Nationals for cash and RHP Drew Storen.
2016/01,1/8/16,TorontoBlueJaystradedPlayerToBeNamedLaterandLFBenReveretoWashingtonNationalsforcashandRHPDrewStoren.
2016/01,1/12/16,Washington Nationals signed free agent RHPBoone Whitingto a minor league contract.
2016/01,1/13/16,Washington Nationals sent RHPTaylor Hilloutright to Syracuse Chiefs.
2016/01,1/13/16,Washington Nationals sent RHPErik Davisoutright to Syracuse Chiefs.
2016/01,1/19/16,Washington Nationals signed free agent LHPDarin Gorskito a minor league contract.
2016/01,1/27/16,Washington Nationals signed free agent RHPBronson Arroyoto a minor league contract and invited him to spring training.
